ID,question,correct_answer,model_output
5543,does this image show thermal burned skin?,yes,yes
5544,does larynx show thermal burned skin?,no,no
5545,where is this?,skin,skin epidermis
5546,is endothelial injury used for demonstration of microbes?,no,yes
5547,what does this image show?,thermal burned skin,epidermal hyperplasia
5548,does this image show thermal burned skin?,yes,yes
5549,does parathyroid show thermal burned skin?,no,no
5550,where is this?,skin,epidermis
5551,what does this image show?,thermal burned skin,epithelium with keratinocytes and intercellular edema
5552,does this image show thermal burned skin?,yes,yes
5553,does amyloidosis show thermal burned skin?,no,no
5554,where is this?,skin,bronchial mucosa
5555,what does this image show?,demodex folliculorum,"epithelial cells
glandular tissue
basement membrane
cytoplasm
nuclei"
5556,does this image show demodex folliculorum?,yes,yes
5557,is the wall of the artery composed of hematopoietic marrow and marrow fat cells attached to a thrombus?,no,"hematopoietic marrow
marrow fat cells
thrombus"
5558,is this bone marrow from an infant infected with parvovirus b19?,yes,purple leukocytes
5559,what shows palisade layer of histiocytes?,cyst wall,vascular wall
5560,does testicle show demodex folliculorum?,no,yes
5561,where is this?,skin,glandular epithelium
5562,what is present?,molluscum contagiosum,inflammatory infiltrate
5563,is molluscum contagiosum present?,yes,no
5564,is close-up of lesion present?,no,yes
5565,where is this?,skin,skin
5566,what does this image show?,typical lesion with giant cells and foreign material,heavily cellular tissue with numerous small round nuclei and some inflammatory cells
5567,how does this image show typical lesion?,with giant cells and foreign material,cellular infiltrate
5568,does this image show typical lesion with giant cells and foreign material?,yes,yes
5569,does mucinous cystadenocarcinoma show typical lesion with giant cells and foreign material?,no,yes
5570,what does the cyst wall show?,palisade layer of histiocytes,Thin fibrous material
5571,what is present?,suture granuloma,cellular infiltrate necrosis hemorrhage
5572,is suture granuloma present?,yes,no
5573,is this photo present?,no,yes
5574,where is this?,skin,brain tissue
5575,what does this image show?,cells deep in skin lesion with no pigment,small round cells
5576,does this image show cells deep in skin lesion with no pigment?,yes,yes
5577,does lesion of myocytolysis show cells deep in skin lesion with no pigment?,no,yes
5578,what is present?,malignant melanoma,small cells
5579,is normal ovary present?,no,no
5580,where is this?,skin,lymph node
5581,does the cyst wall show palisade layer of histiocytes?,yes,no
5582,what does this image show?,skin,stratified squamous epithelium
5583,"does atrophy secondary to pituitectomy show skin, herpes inclusions?",no,no
5584,where is this?,skin,epidermis
5585,what does this image show?,skin,"polarized epithelial cells
irregular nuclei
cytoplasmic variations"
5586,"does close-up tumor well shown primary not stated show skin, herpes inclusions?",no,herpes inclusions visible
5587,where is this?,skin,epithelial cells
5588,what does this image show?,fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section,human skull fragment
5589,does infant body show fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section?,no,no
5590,what is present?,thorax,skull fragment
5591,is aorta present?,no,no
5592,does sectioned slice of the liver show palisade layer of histiocytes?,no,yes
5593,what is present?,metastatic carcinoma,skull fragment
5594,is close-up tumor present?,no,no
5595,where is this?,thorax,skull
5596,how is fixed tissue trachea and arteries surrounded by tumor tissue horizontal section?,dense,tumor tissue surrounds fixed tissue trachea and arteries
5597,how is fixed tissue trachea and arteries surrounded by dense tumor tissue section?,horizontal,not visible
5598,what does this image show?,near if not natural color saggital sections very good example of many myeloma lesions,rib fragments with extensive necrosis
5599,what is present?,thorax,red tissue fragments bone marrow
5600,where is this?,thorax,ribs
5601,what does this image show?,normal kidney,kidney section
5602,where is this?,urinary,kidney
5603,what is seen in the cyst while the cyst wall shows palisade layer of histiocytes?,worm,granular material
5604,what does this image show?,horseshoe kidney in an adult,dissected liver and pancreas with extensive necrosis
5605,where is this?,urinary,liver
5606,what does this image show?,kidney,dissected liver and spleen
5607,"does this image show kidney, adult polycystic kidney?",yes,yes
5608,"does exact cause show kidney, adult polycystic kidney?",no,kidney
5609,where is this?,urinary,liver and spleen
5610,what does this image show?,kidney,tumour
5611,"does this image show kidney, hemochromatosis, chronic scarring?",yes,kidney
5612,"does mesothelioma show kidney, hemochromatosis, chronic scarring?",no,"kidney present
hemochromatosis absent
chronic scarring present"
5613,where is this?,urinary,mass
5614,what is the worm seen in while the cyst wall shows palisade layer of histiocytes?,in the cyst,nematode
5615,what does this image show?,kidney,kidney
5616,"does this image show kidney, amyloidosis?",yes,kidney
5617,"does malignant histiocytosis show kidney, amyloidosis?",no,no
5618,where is this?,urinary,kidney
5619,what does this image show?,renal cell carcinoma with extension into vena cava,kidneys with a large mass
5620,does this image show renal cell carcinoma with extension into vena cava?,yes,yes
5621,does granulomata slide show renal cell carcinoma with extension into vena cava?,no,no
5622,where is this?,urinary,kidneys
5623,"does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?",yes,"kidney, ulceration, enlarged left kidney"
5624,"does conjoined twins show kidney, hypoplasia and compensatory hypertrophy 300 grams left?",no,kidney present hypoplasia compensatory hypertrophy 300 grams
5625,is the worm seen in the cyst while the cyst wall shows palisade layer of histiocytes?,yes,yes
5626,where is this?,urinary,kidney
5627,what does this image show?,kidney,multiple lesions
5628,"does this image show kidney, staghorn calculi?",yes,yes
5629,"does photo show kidney, staghorn calculi?",no,yes
5630,where is this?,urinary,kidney
5631,what does this image show?,renal papillary necrosis,tissue section with hemorrhagic infarct
5632,"does this image show renal papillary necrosis, diabetes mellitus dm?",yes,renal papillary necrosis
5633,"does yo show renal papillary necrosis, diabetes mellitus dm?",no,renal papillary necrosis
5634,where is this?,urinary,kidney
5635,what does this image show?,kidney,kidney with hemorrhagic infarct
5636,is bilayer lipid membrane seen in the cyst while the cyst wall shows palisade layer of histiocytes?,no,yes
5637,"does this image show kidney, infarct?",yes,yes
5638,"does hepatobiliary show kidney, infarct?",no,yes
5639,where is this?,urinary,kidney
5640,what does this image show?,ureteral stricture,tissue mass
5641,does this image show ureteral stricture?,yes,no
5642,does this fixed tissue show ureteral stricture?,no,no
5643,where is this?,urinary,ovary
5644,what does this image show?,kidney aspergillosis,kidney tissue
5645,does this image show kidney aspergillosis?,yes,no
5646,does metastatic carcinoma breast show kidney aspergillosis?,no,no
5647,what is surrounded by increased fat?,matted mass of lymph nodes,lymphoid tissue
5648,where is this?,urinary,kidney
5649,what does this image show?,renal pelvis,multiple renal masses
5650,"does this image show renal pelvis, staghorn calculi?",yes,yes
5651,"does bone, skull show renal pelvis, staghorn calculi?",no,yes
5652,where is this?,urinary,kidney
5653,what does this image show?,prostatic hyperplasia,yellowish tissue with irregular surface texture
5654,does this image show prostatic hyperplasia?,yes,no
5655,does hemorrhage in newborn show prostatic hyperplasia?,no,no
5656,where is this?,urinary,lymph node
5657,what necrotizing?,kidney,kidney tissue
5658,what is matted mass of lymph nodes surrounded by?,increased fat,lymphocytes and plasma cells
5659,"is kidney, papillitis, necrotizing?",yes,kidney papillitis necrotizing
5660,is chronic lymphocytic leukemia necrotizing?,no,no
5661,what does this image show?,kidney,kidneys with hemorrhagic cysts
5662,"does this image show kidney, papillitis, necrotizing?",yes,"kidney
papillitis
necrotizing"
5663,"does lupus erythematosus periarterial fibrosis show kidney, papillitis, necrotizing?",no,kidney necrosis papillitis periarterial fibrosis
5664,where is this?,urinary,kidneys
5665,what does this image show?,kidney,lung tissue
5666,"does this image show kidney, polycystic disease?",yes,yes
5667,"does stomach show kidney, polycystic disease?",no,polycystic disease present
5668,where is this?,urinary,lung
5669,is h&e infected with parvovirus b19?,no,purple cytoplasmic inclusions
5670,is matted mass of lymph nodes surrounded by increased fat?,yes,yes
5671,what does this image show?,kidney,kidney with hemorrhagic lesions
5672,"does this image show kidney, pyelonephritis, acute and supperative?",yes,"kidney
pyelonephritis
acute and suppurative"
5673,"does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?",no,"kidney
pyelonephritis
acute and suppurative"
5674,where is this?,urinary,kidney
5675,what does this image show?,kidney,enlarged spleen with hemorrhagic areas
5676,"does this image show kidney, pyelonephritis?",yes,"kidney 
pyelonephritis"
5677,"does retroperitoneal liposarcoma show kidney, pyelonephritis?",no,yes
5678,where is this?,urinary,spleen
5679,what does this image show?,kidney,two kidneys
5680,"does this image show kidney, pyelonephritis?",yes,kidney
5681,is gram 's surrounded by increased fat?,no,yes
5682,"does cranial artery show kidney, pyelonephritis?",no,no
5683,where is this?,urinary,kidneys
5684,what does this image show?,close-up of cut surface,reddened tissue mass
5685,does this image show close-up of cut surface?,yes,yes
5686,does linear fracture in occiput show close-up of cut surface?,no,no
5687,what is present?,kidney,"red tissue
irregular mass
vessel dilation
hemorrhage"
5688,is kidney present?,yes,no
5689,is ulcerative lesion present?,no,yes
5690,what is present?,polycystic disease infant,"red tissue
irregular mass
vessel dilation
hemorrhage"
5691,is polycystic disease infant present?,yes,no
5692,"what shows replacement of slaty-grey spongy parenchyma with multiple, firm, grey-white nodular masses, some having areas of haemorhages and necrosis?",sectioned surface of the lung,nodular masses with hemorrhage and necrosis
5693,is no tissue recognizable as ovary present?,no,no
5694,where is this?,urinary,lung
5695,what removed small lesions easily seen?,external view with capsule,small lesions
5696,what is external view with capsule removed?,small lesions easily seen,reddish brown organ with a mass
