"ID","question","correct_answer","model_output"
"5416","where is this?","lung","answer: lung"
"5417","what does this image show?","skin","answer: cutaneous larva migrans"
"5418","does this image show skin, neurofibromatosis?","yes","answer: yes"
"5419","does % show skin, neurofibromatosis?","no","answer: yes"
"5420","where is this?","skin","answer: skin"
"5421","what does this image show?","skin","answer: cutaneous larva migrans"
"5422","does this image show skin, neurofibromatosis?","yes","answer: yes"
"5423","does splenomegaly with cirrhosis show skin, neurofibromatosis?","no","answer: yes"
"5424","is congo red composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","no","answer: yes"
"5425","where is this?","skin","answer: skin"
"5426","what does this image show?","skin","answer: cutaneous amyloidosis"
"5427","does this image show skin, neurofibromatosis?","yes","answer: yes"
"5428","does small intestine show skin, neurofibromatosis?","no","answer: yes"
"5429","where is this?","skin","answer: skin"
"5430","why does this image show skin ulceration and necrosis, disseminated intravascular coagulation?","due to acetaminophen toxicity","answer: sepsis"
"5431","what does this image show?","skin ulceration and necrosis","answer: cutaneous necrosis"
"5432","does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?","yes","answer: yes"
"5433","does child show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?","no","answer: yes"
"5434","where is this?","skin","answer: foot"
"5435","what is 'chancre ' on glans penis?","primary lesion","answer: primary syphilis"
"5436","does this image show close-up well shown?","yes","answer: no"
"5437","does the superior vena cava show close-up well shown?","no","answer: no"
"5438","what is present?","petechial hemorrhages","answer: cutaneous necrosis"
"5439","is petechial hemorrhages present?","yes","answer: no"
"5440","is siamese twins present?","no","answer: no"
"5441","where is this?","skin","answer: skin"
"5442","what does this image show?","body with extensive ecchymoses and desquamation","answer: necropsy"
"5443","how does this image show body?","with extensive ecchymoses and desquamation","answer: postmortem"
"5444","does this image show body with extensive ecchymoses and desquamation?","yes","answer: yes"
"5445","does underdevelopment show body with extensive ecchymoses and desquamation?","no","answer: yes"
"5446","how is bone marrow from an infant infected?","with parvovirus b19","answer: by myeloblastosis"
"5447","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","answer: yes"
"5448","what is present?","palpable purpura with desquamation","answer: skin ulceration"
"5449","is palpable purpura with desquamation present?","yes","answer: yes"
"5450","is this photo present?","no","answer: yes"
"5451","where is this?","skin","answer: skin"
"5452","what does this image show?","but not good color petechiae and purpura case of stcell leukemia","answer: granulomatous inflammation"
"5453","does this image show but not good color petechiae and purpura case of stcell leukemia?","yes","answer: no"
"5454","where is this?","skin","answer: spleen"
"5455","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","answer: granuloma"
"5456","what is not best color rendition showing elevated macular lesions on arm said?","to be aml infiltrates","answer: purple"
"5457","is not best color rendition showing elevated macular lesions on arm said to be aml infiltrates?","yes","answer: yes"
"5458","is the periphery 'chancre ' on glans penis?","no","answer: yes"
"5459","is teeth said to be aml infiltrates?","no","answer: no"
"5460","does this image show?","yes","answer: granuloma"
"5461","does opened muscle show?","no","answer: yes"
"5462","what is present?","acute myelogenous leukemia","answer: cutaneous amyloidosis"
"5463","is acute myelogenous leukemia present?","yes","answer: no"
"5464","is cachexia present?","no","answer: no"
"5465","where is this?","skin","answer: skin"
"5466","what does this image show?","photo of face with multiple typical lesions","answer: cutaneous tuberculosis"
"5467","how does this image show photo of face?","with multiple typical lesions","answer: skin lesions"
"5468","does this image show photo of face with multiple typical lesions?","yes","answer: yes"
"5469","what is surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","central coagulative necrosis","answer: granuloma"
"5470","does lymphoid atrophy in newborn show photo of face with multiple typical lesions?","no","answer: yes"
"5471","what is present?","seborrheic keratosis","answer: cutaneous tuberculosis"
"5472","is seborrheic keratosis present?","yes","answer: no"
"5473","is 7182 and 7183 present?","no","answer: yes"
"5474","where is this?","skin","answer: skin"
"5475","what does this image show?","white skin with multiple lesions","answer: granulomatous inflammation"
"5476","how does this image show white skin?","with multiple lesions","answer: cutaneous amyloidosis"
"5477","does this image show white skin with multiple lesions?","yes","answer: yes"
"5478","does pancreas show white skin with multiple lesions?","no","answer: yes"
"5479","what is present?","petechial and purpuric hemorrhages","answer: cutaneous tuberculosis"
"5480","what is central coagulative necrosis surrounded by?","palisades of macrophages and plasma cells marginated peripherally by fibroblasts","answer: hemorrhage"
"5481","is petechial and purpuric hemorrhages present?","yes","answer: yes"
"5482","is trophic changes present?","no","answer: yes"
"5483","where is this?","skin","answer: skin"
"5484","what does this image show?","close-up of dorsum of hand with marked pitting edema good example","answer: cutaneous necrosis"
"5485","how does this image show close-up of dorsum of hand?","with marked pitting edema good example","answer: skin ulceration"
"5486","does this image show close-up of dorsum of hand with marked pitting edema good example?","yes","answer: yes"
"5487","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","answer: yes"
"5488","where is this?","skin","answer: foot"
"5489","what is present?","uremic frost","answer: skin necrosis"
"5490","is uremic frost present?","yes","answer: yes"
"5491","is central coagulative necrosis surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","yes","answer: yes"
"5492","is face present?","no","answer: yes"
"5493","where is this?","skin","answer: skin"
"5494","what does this image show?","buttock and thigh with severe cellulitis and desquamation caused by a clostridium","answer: necrosis"
"5495","how does this image show buttock and thigh?","with severe cellulitis desquamation caused by a clostridium","answer: extensive necrosis"
"5496","does this image show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","yes","answer: yes"
"5497","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","answer: yes"
"5498","where is this?","skin","answer: skin"
"5499","what does this image show?","large necrotic ulcers over sacrum buttocks and hips","answer: cutaneous leishmaniasis"
"5500","does this image show large necrotic ulcers over sacrum buttocks and hips?","yes","answer: yes"
"5501","does lymphangiomatosis generalized show large necrotic ulcers over sacrum buttocks and hips?","no","answer: yes"
"5502","is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","no","answer: yes"
"5503","what is present?","decubitus ulcer","answer: cutaneous leishmaniasis"
"5504","is decubitus ulcer present?","yes","answer: yes"
"5505","is subependymal giant cell astrocytoma present?","no","answer: yes"
"5506","where is this?","skin","answer: skin"
"5507","what does this image show?","portion of nose typical exophytic lesion with heaped-up margins and central ulceration","answer: gastric ulcer"
"5508","how does this image show portion of nose typical exophytic lesion?","with heaped-up margins and central ulceration","answer: exophytic lesion"
"5509","does this image show portion of nose typical exophytic lesion with heaped-up margins and central ulceration?","yes","answer: yes"
"5510","does stein leventhal show portion of nose typical exophytic lesion with heaped-up margins and central ulceration?","no","answer: yes"
"5511","what is present?","squamous cell carcinoma","answer: tumor"
"5512","is squamous cell carcinoma present?","yes","answer: yes"
"5513","what is used for demonstration of microbes?","common stains","answer: india ink"
"5514","is this close-up of cut surface infiltrates present?","no","answer: yes"
"5515","where is this?","skin","answer: colon"
"5516","what is present?","petechiae","answer: granulomas"
"5517","is petechiae present?","yes","answer: yes"
"5518","is close-up tumor well shown primary not stated present?","no","answer: yes"
"5519","where is this?","skin","answer: spleen"
"5520","what does this image show?","good abdominal stria","answer: cutaneous leishmaniasis"
"5521","does this image show good abdominal stria?","yes","answer: no"
"5522","does liver show good abdominal stria?","no","answer: no"
"5523","where is this?","skin","answer: skin"
"5524","what is ommon stains used for?","demonstration of microbes","answer: mycobacteria"
"5525","what does this image show?","skin","answer: granulomas"
"5526","does this image show skin, epidermolysis bullosa?","yes","answer: yes"
"5527","does view of knee at autopsy show skin, epidermolysis bullosa?","no","answer: no"
"5528","where is this?","skin","answer: lung"
"5529","what does this image show?","skin","answer: fibroblasts"
"5530","does this image show skin, neurofibromatosis?","yes","answer: yes"
