ID,question,correct_answer,model_output
5487,does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?,no,no
5488,where is this?,skin,skin
5489,what is present?,uremic frost,skin
5490,is uremic frost present?,yes,yes
5491,is central coagulative necrosis surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?,yes,yes
5492,is face present?,no,no
5493,where is this?,skin,skin
5494,what does this image show?,buttock and thigh with severe cellulitis and desquamation caused by a clostridium,skin necrosis
5495,how does this image show buttock and thigh?,with severe cellulitis desquamation caused by a clostridium,with several lesions
5496,does this image show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?,yes,yes
5497,does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?,no,no
5498,where is this?,skin,skin
5499,what does this image show?,large necrotic ulcers over sacrum buttocks and hips,skin ulceration and necrosis
5500,does this image show large necrotic ulcers over sacrum buttocks and hips?,yes,yes
5501,does lymphangiomatosis generalized show large necrotic ulcers over sacrum buttocks and hips?,no,no
5502,is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?,no,yes
5503,what is present?,decubitus ulcer,skin
5504,is decubitus ulcer present?,yes,yes
5505,is subependymal giant cell astrocytoma present?,no,no
5506,where is this?,skin,skin
5507,what does this image show?,portion of nose typical exophytic lesion with heaped-up margins and central ulceration,large ulcerating lesion
5508,how does this image show portion of nose typical exophytic lesion?,with heaped-up margins and central ulceration,with necrotic centers
5509,does this image show portion of nose typical exophytic lesion with heaped-up margins and central ulceration?,yes,yes
5510,does stein leventhal show portion of nose typical exophytic lesion with heaped-up margins and central ulceration?,no,no
5511,what is present?,squamous cell carcinoma,female reproductive
5512,is squamous cell carcinoma present?,yes,yes
5513,what is used for demonstration of microbes?,common stains,staining
5514,is this close-up of cut surface infiltrates present?,no,yes
5515,where is this?,skin,oral
5516,what is present?,petechiae,skin
5517,is petechiae present?,yes,yes
5518,is close-up tumor well shown primary not stated present?,no,no
5519,where is this?,skin,skin
5520,what does this image show?,good abdominal stria,skin
5521,does this image show good abdominal stria?,yes,yes
5522,does liver show good abdominal stria?,no,no
5523,where is this?,skin,skin
5524,what is ommon stains used for?,demonstration of microbes,to detect amyloid deposits
5525,what does this image show?,skin,skin
5526,"does this image show skin, epidermolysis bullosa?",yes,yes
5527,"does view of knee at autopsy show skin, epidermolysis bullosa?",no,no
5528,where is this?,skin,oral
5529,what does this image show?,skin,skin
5530,"does this image show skin, neurofibromatosis?",yes,yes
5531,"does marfans syndrome show skin, neurofibromatosis?",no,no
5532,where is this?,skin,oral
5533,what does this image show?,skin,skin
5534,"does this image show skin, neurofibromatosis?",yes,yes
5535,is ommon stains used for demonstration of microbes?,yes,yes
5536,"does monoclonal gammopathy show skin, neurofibromatosis?",no,no
5537,where is this?,skin,skin
5538,what does this image show?,skin,thermal burned skin
5539,"does this image show skin, kaposis 's sarcoma?",yes,yes
5540,"does exostosis show skin, kaposis 's sarcoma?",no,no
5541,where is this?,skin,skin
5542,what does this image show?,thermal burned skin,thermal burn
5543,does this image show thermal burned skin?,yes,yes
5544,does larynx show thermal burned skin?,no,no
5545,where is this?,skin,skin
5546,is endothelial injury used for demonstration of microbes?,no,no
5547,what does this image show?,thermal burned skin,thermal burned skin
5548,does this image show thermal burned skin?,yes,yes
5549,does parathyroid show thermal burned skin?,no,no
5550,where is this?,skin,skin
5551,what does this image show?,thermal burned skin,thermal burned skin
5552,does this image show thermal burned skin?,yes,yes
5553,does amyloidosis show thermal burned skin?,no,no
5554,where is this?,skin,skin
5555,what does this image show?,demodex folliculorum,neural tube defect
5556,does this image show demodex folliculorum?,yes,yes
5557,is the wall of the artery composed of hematopoietic marrow and marrow fat cells attached to a thrombus?,no,no
5558,is this bone marrow from an infant infected with parvovirus b19?,yes,yes
5559,what shows palisade layer of histiocytes?,cyst wall,the surface
5560,does testicle show demodex folliculorum?,no,no
5561,where is this?,skin,oral
5562,what is present?,molluscum contagiosum,gastrointestinal
5563,is molluscum contagiosum present?,yes,yes
5564,is close-up of lesion present?,no,no
5565,where is this?,skin,skin
5566,what does this image show?,typical lesion with giant cells and foreign material,panniculitis and fascitis
5567,how does this image show typical lesion?,with giant cells and foreign material,with giant cells and fibrosis
5568,does this image show typical lesion with giant cells and foreign material?,yes,yes
5569,does mucinous cystadenocarcinoma show typical lesion with giant cells and foreign material?,no,no
5570,what does the cyst wall show?,palisade layer of histiocytes,fibrous and myxoid connective tissue
5571,what is present?,suture granuloma,joints
5572,is suture granuloma present?,yes,yes
5573,is this photo present?,no,no
5574,where is this?,skin,oral
5575,what does this image show?,cells deep in skin lesion with no pigment,well shown infiltrate
5576,does this image show cells deep in skin lesion with no pigment?,yes,yes
5577,does lesion of myocytolysis show cells deep in skin lesion with no pigment?,no,no
5578,what is present?,malignant melanoma,thymus
5579,is normal ovary present?,no,no
5580,where is this?,skin,skin
5581,does the cyst wall show palisade layer of histiocytes?,yes,yes
5582,what does this image show?,skin,lung
5583,"does atrophy secondary to pituitectomy show skin, herpes inclusions?",no,no
5584,where is this?,skin,oral
5585,what does this image show?,skin,lung
5586,"does close-up tumor well shown primary not stated show skin, herpes inclusions?",no,no
5587,where is this?,skin,lung
5588,what does this image show?,fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section,skull cap with large lesions
5589,does infant body show fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section?,no,no
5590,what is present?,thorax,basilar skull fracture
5591,is aorta present?,no,no
5592,does sectioned slice of the liver show palisade layer of histiocytes?,no,no
5593,what is present?,metastatic carcinoma,basilar skull fracture
5594,is close-up tumor present?,no,no
5595,where is this?,thorax,oral
5596,how is fixed tissue trachea and arteries surrounded by tumor tissue horizontal section?,dense,good
5597,how is fixed tissue trachea and arteries surrounded by dense tumor tissue section?,horizontal,necrosis
5598,what does this image show?,near if not natural color saggital sections very good example of many myeloma lesions,multiple fractures
5599,what is present?,thorax,joints
5600,where is this?,thorax,joints
5601,what does this image show?,normal kidney,kidney
5602,where is this?,urinary,urinary
5603,what is seen in the cyst while the cyst wall shows palisade layer of histiocytes?,worm,a well-formed cystic lesion
5604,what does this image show?,horseshoe kidney in an adult,kidney
5605,where is this?,urinary,abdomen
5606,what does this image show?,kidney,kidney
5607,"does this image show kidney, adult polycystic kidney?",yes,yes
5608,"does exact cause show kidney, adult polycystic kidney?",no,no
5609,where is this?,urinary,urinary
5610,what does this image show?,kidney,adrenal
5611,"does this image show kidney, hemochromatosis, chronic scarring?",yes,yes
5612,"does mesothelioma show kidney, hemochromatosis, chronic scarring?",no,no
5613,where is this?,urinary,endocrine
5614,what is the worm seen in while the cyst wall shows palisade layer of histiocytes?,in the cyst,the worm
5615,what does this image show?,kidney,kidney
5616,"does this image show kidney, amyloidosis?",yes,yes
5617,"does malignant histiocytosis show kidney, amyloidosis?",no,no
5618,where is this?,urinary,urinary
5619,what does this image show?,renal cell carcinoma with extension into vena cava,kidney
5620,does this image show renal cell carcinoma with extension into vena cava?,yes,yes
5621,does granulomata slide show renal cell carcinoma with extension into vena cava?,no,no
5622,where is this?,urinary,urinary
5623,"does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?",yes,yes
5624,"does conjoined twins show kidney, hypoplasia and compensatory hypertrophy 300 grams left?",no,no
5625,is the worm seen in the cyst while the cyst wall shows palisade layer of histiocytes?,yes,yes
5626,where is this?,urinary,urinary
5627,what does this image show?,kidney,kidney
5628,"does this image show kidney, staghorn calculi?",yes,yes
5629,"does photo show kidney, staghorn calculi?",no,no
5630,where is this?,urinary,urinary
5631,what does this image show?,renal papillary necrosis,esophagus
5632,"does this image show renal papillary necrosis, diabetes mellitus dm?",yes,yes
5633,"does yo show renal papillary necrosis, diabetes mellitus dm?",no,no
5634,where is this?,urinary,lung
5635,what does this image show?,kidney,kidney
5636,is bilayer lipid membrane seen in the cyst while the cyst wall shows palisade layer of histiocytes?,no,no
5637,"does this image show kidney, infarct?",yes,yes
5638,"does hepatobiliary show kidney, infarct?",no,no
5639,where is this?,urinary,urinary
5640,what does this image show?,ureteral stricture,good photo of lesion
5641,does this image show ureteral stricture?,yes,yes
5642,does this fixed tissue show ureteral stricture?,no,yes
5643,where is this?,urinary,urinary
5644,what does this image show?,kidney aspergillosis,kidney
5645,does this image show kidney aspergillosis?,yes,yes
5646,does metastatic carcinoma breast show kidney aspergillosis?,no,no
5647,what is surrounded by increased fat?,matted mass of lymph nodes,a large number of tumour cells
5648,where is this?,urinary,urinary
5649,what does this image show?,renal pelvis,kidney
5650,"does this image show renal pelvis, staghorn calculi?",yes,yes
5651,"does bone, skull show renal pelvis, staghorn calculi?",no,no
5652,where is this?,urinary,urinary
5653,what does this image show?,prostatic hyperplasia,esophagus
5654,does this image show prostatic hyperplasia?,yes,yes
5655,does hemorrhage in newborn show prostatic hyperplasia?,no,no
5656,where is this?,urinary,gastrointestinal
5657,what necrotizing?,kidney,kidney
5658,what is matted mass of lymph nodes surrounded by?,increased fat,inflammatory infiltrate
5659,"is kidney, papillitis, necrotizing?",yes,yes
5660,is chronic lymphocytic leukemia necrotizing?,no,no
5661,what does this image show?,kidney,kidney
5662,"does this image show kidney, papillitis, necrotizing?",yes,yes
5663,"does lupus erythematosus periarterial fibrosis show kidney, papillitis, necrotizing?",no,no
5664,where is this?,urinary,urinary
5665,what does this image show?,kidney,kidney
5666,"does this image show kidney, polycystic disease?",yes,yes
