"ID","model","question","correct_answer","model_output"
"17965","checkpoint-4914","is endocrine present?","yes","no"
"17966","checkpoint-4914","does conjoined twins show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","no","yes"
"17967","checkpoint-4914","what shows foamy macrophages?","lamina propria of the mucosa","image"
"17968","checkpoint-4914","does this image show mucoepidermoid carcinoma?","yes","yes"
"17969","checkpoint-4914","what does this image show?","wrights easily seen blastic cells","hematologic"
"17970","checkpoint-4914","does this image show typical cut surface appearance for severe ischemia?","yes","yes"
"17971","checkpoint-4914","does this image show normal appendix?","yes","no"
"17972","checkpoint-4914","what is present?","liver","hemorrhagic infarction"
"17973","checkpoint-4914","does normal skeletal muscle have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","yes","yes"
"17974","checkpoint-4914","is liver present?","yes","yes"
"17975","checkpoint-4914","what is present?","cardiovascular","endocrine"
"17976","checkpoint-4914","what does this image show?","lung","endometrial polyp"
"17977","checkpoint-4914","are the intertrabecular spaces filled by vascularized loose connective tissue?","yes","no"
"17978","checkpoint-4914","is aorta present?","no","no"
"17979","checkpoint-4914","what is present?","hepatobiliary","heart"
"17980","checkpoint-4914","what is present?","hematologic","heart"
"17981","checkpoint-4914","is granulomata slide present?","no","no"
"17982","checkpoint-4914","what does this image show?","thyroid","endometrial polyp"
"17983","checkpoint-4914","is hepatobiliary present?","yes","no"
"17984","checkpoint-4914","what does this image show?","stomach primary","endometrial polyp"
"17985","checkpoint-4914","what does this image show?","primodial cyst","cyst"
"17986","checkpoint-4914","is female reproductive present?","yes","yes"
"17987","checkpoint-4914","what is present?","hematologic","heart"
"17988","checkpoint-4914","is chloramphenicol toxicity present?","no","no"
"17989","checkpoint-4914","what is present?","respiratory","hemorrhagic infarction"
"17990","checkpoint-4914","is female reproductive present?","yes","no"
"17991","checkpoint-4914","are removal of suture confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","no","no"
"17992","checkpoint-4914","what is present?","hematologic","hematologic"
"17993","checkpoint-4914","what does this image show?","hepatitis b virus","endometrial polyp"
"17994","checkpoint-4914","what looks like an ascending cholangitis?","this","yes"
"17995","checkpoint-4914","what is present?","oral","oral"
"17996","checkpoint-4914","what is present?","sacrococcygeal teratoma","endometrial"
"17997","checkpoint-4914","what is present?","nervous","hemorrhagic stroke"
"17998","checkpoint-4914","is cardiovascular present?","yes","no"
"17999","checkpoint-4914","what does this image show?","pancreas","cystic fibrosis"
"18000","checkpoint-4914","what is present?","hepatobiliary","heart"
"18001","checkpoint-500","where does this belong to?","endocrine system","urinary bladder"
"18002","checkpoint-500","does malignant adenoma show keratoacanthoma?","no","no"
"18003","checkpoint-500","what is present?","cardiovascular","fibrosis"
"18004","checkpoint-500","is kidney present?","yes","no"
"18005","checkpoint-500","what does the granulomatous response take the form of?","a three-dimensional sphere","LymphocyticResponse"
"18006","checkpoint-500","what is present?","gastrointestinal","cementum"
"18007","checkpoint-500","is nervous present?","yes","yes"
"18008","checkpoint-500","what is present?","hematologic","black spot"
"18009","checkpoint-500","does the wall of the stomach in the region of pyloric canal show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","no","yes"
"18010","checkpoint-500","what is present?","oral","lymphocytes"
"18011","checkpoint-500","is hepatobiliary present?","yes","no"
"18012","checkpoint-500","what is present?","spleen","fibrosis"
"18013","checkpoint-500","what are present?","extremities","crusts"
"18014","checkpoint-500","does this image show lung, bronchopneumonia, bacterial?","yes","no"
"18015","checkpoint-500","does this image adrenal both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"18016","checkpoint-500","does this image show child has polycystic disease?","yes","no"
"18017","checkpoint-500","are both cytotrophoblastic cells with single central nuclei and syncytiotrophoblastic cells with multiple dark nuclei embedded in eosinophilic cytoplasm present?","yes","yes"
"18018","checkpoint-500","does rugal demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","no","yes"
"18019","checkpoint-500","what is present?","hepatobiliary","lymphoid nodular hyperplasia"
"18020","checkpoint-500","where is this?","urinary","vagina"
"18021","checkpoint-500","is heel ulcer present?","no","no"
"18022","checkpoint-500","what has relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","normal skeletal muscle tissue","Smooth muscle"
"18023","checkpoint-500","how are such lesions?","painless despite the presence of ulceration","benign"
"18024","checkpoint-500","what does this image show?","normal uterus","leiomyosarcoma"
"18025","checkpoint-500","where is this area in the body?","heart","liver"
"18026","checkpoint-500","is fracture present?","no","no"
"18027","checkpoint-500","what does this image show?","heart","heart"
"18028","checkpoint-500","is electron micrographs demonstrating fiber present?","yes","no"
"18029","checkpoint-500","is endothelial injury used for demonstration of microbes?","no","no"
"18030","checkpoint-500","is liver present?","yes","no"
"18031","checkpoint-500","does neurofibroma show interlacing bundles of spindle-shaped cells separate by mucoid matrix?","yes","yes"
"18032","checkpoint-500","does polyarteritis nodosa show normal appendix?","no","no"
"18033","checkpoint-500","is polycystic disease infant present?","no","no"
"18034","checkpoint-500","is one collapsed vertebra and one filled with neoplasm looks like breast carcinoma but is an unclassified lymphoma?","yes","yes"
"18035","checkpoint-500","what is present?","endocrine","lymphoid nodular hyperplasia"
"18036","checkpoint-500","does this image show 7yo with craniopharyngioma and underdeveloped penis?","yes","no"
"18037","checkpoint-500","what is present?","cardiovascular","mitochondria"
"18038","checkpoint-500","what is present?","vasculature","cysticercus cysticerci"
"18039","checkpoint-500","what is present?","acute lymphocytic leukemia","tumor"
"18040","checkpoint-500","is oral present?","yes","yes"
"18041","checkpoint-500","is spleen present?","yes","no"
"18042","checkpoint-500","where is this?","urinary","lungs"
"18043","checkpoint-500","does mesothelioma show ductopenia?","no","yes"
"18044","checkpoint-500","is peritoneum present?","yes","yes"
"18045","checkpoint-500","what are natomical subdivisions of the stomach correlated with of gastric mucosa in different regions?","anatomical histological appearance regions","gastric glands"
"18046","checkpoint-500","is peritoneum present?","yes","yes"
"18047","checkpoint-500","is natural color present?","no","no"
"18048","checkpoint-500","is anencephaly present?","no","no"
"18049","checkpoint-500","is lymph node present?","yes","yes"
"18050","checkpoint-500","what does this image show?","kidney","kidney stones"
"18051","checkpoint-500","what is shortened by compression fractures?","the osteoporotic vertebral body","vertebrae"
"18052","checkpoint-500","do immature myeloid cells indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?","no","no"
"18053","checkpoint-500","what is present?","respiratory","lymphocytes"
"18054","checkpoint-500","is cardiovascular present?","yes","no"
"18055","checkpoint-500","is anomalous origin present?","no","yes"
"18056","checkpoint-500","what is present?","nervous","lymphocytes"
"18057","checkpoint-500","what is scanty connective tissue stroma seen between?","the cavernous spaces","epithelial cells"
"18058","checkpoint-500","what is present?","female reproductive","fibrosis"
"18059","checkpoint-500","what is present?","leukoplakia vocal cord","cysts"
"18060","checkpoint-500","is renal glomerulus composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","no","no"
"18061","checkpoint-500","what is present?","mesothelioma","tumor"
"18062","checkpoint-500","are x-ray intramyocardial arteries present?","no","no"
"18063","checkpoint-500","what is present?","vasculature","fibrous tissue"
"18064","checkpoint-500","what is present?","hepatobiliary","tumor"
"18065","checkpoint-500","why does this image show obvious gangrenous necrosis?","due to shock or embolism postoperative cardiac surgery","gangrenous necrosis is present in the image"
"18066","checkpoint-500","where is this?","lung","lung"
"18067","checkpoint-500","is hepatobiliary present?","yes","no"
"18068","checkpoint-500","what does this image show?","normal breast","lymphocytes"
"18069","checkpoint-500","is retroperitoneal liposarcoma present?","yes","yes"
"18070","checkpoint-500","what does this image show?","cellular detail well shown","lymphocytes"
"18071","checkpoint-500","what is present?","liver","lymphoid nodular hyperplasia"
"18072","checkpoint-500","is odontoid process subluxation with narrowing of foramen magnum present?","yes","yes"
"18073","checkpoint-500","what does this image show?","skin","lymphocytic infiltrate"
"18074","checkpoint-500","what is present (top center)?","a perimysial interfascicular septum containing a blood vessel","mitochondrion"
"18075","checkpoint-500","is leiomyosarcoma present?","no","no"
"18076","checkpoint-500","does this image show heart, acute myocardial infarction?","yes","no"
"18077","checkpoint-500","what looks like an ascending cholangitis?","this","yes"
"18078","checkpoint-500","does the blue area demonstrate a well-demarcated nodule at the right of the field, with a portion of urethra seen to the left?","no","no"
"18079","checkpoint-500","is inset enlarged diffusely?","no","yes"
